#chunkId,viewpointId,tileId,qualityId,distortion,bitrate
0,0,0,0,2.5930000000000017,0.142848
0,0,0,1,1.9570000000000005,0.1976
0,0,0,2,1.4829999999999999,0.285784
0,0,1,0,2.5930000000000017,0.257968
0,0,1,1,1.9570000000000005,0.339144
0,0,1,2,1.4829999999999999,0.4812
0,0,2,0,2.5930000000000017,0.09864
0,0,2,1,1.9570000000000005,0.129344
0,0,2,2,1.4829999999999999,0.186896
0,0,3,0,2.5930000000000017,0.133096
0,0,3,1,1.9570000000000005,0.182216
0,0,3,2,1.4829999999999999,0.268304
0,0,4,0,2.5930000000000017,0.109048
0,0,4,1,1.9570000000000005,0.152296
0,0,4,2,1.4829999999999999,0.227928
0,0,5,0,2.5930000000000017,0.095824
0,0,5,1,1.9570000000000005,0.127224
0,0,5,2,1.4829999999999999,0.188192
0,0,6,0,2.5930000000000017,0.149208
0,0,6,1,1.9570000000000005,0.211008
0,0,6,2,1.4829999999999999,0.302232
0,0,7,0,2.5930000000000017,0.240312
0,0,7,1,1.9570000000000005,0.335328
0,0,7,2,1.4829999999999999,0.483568
0,0,8,0,2.5930000000000017,0.176064
0,0,8,1,1.9570000000000005,0.234928
0,0,8,2,1.4829999999999999,0.336264
0,0,9,0,2.5930000000000017,0.153184
0,0,9,1,1.9570000000000005,0.215952
0,0,9,2,1.4829999999999999,0.320088
0,0,10,0,2.5930000000000017,0.12224
0,0,10,1,1.9570000000000005,0.168056
0,0,10,2,1.4829999999999999,0.245984
0,0,11,0,2.5930000000000017,0.09848
0,0,11,1,1.9570000000000005,0.132328
0,0,11,2,1.4829999999999999,0.192376
0,0,12,0,2.5930000000000017,0.16968
0,0,12,1,1.9570000000000005,0.27108
0,0,12,2,1.4829999999999999,0.445472
0,0,13,0,2.5930000000000017,0.12232
0,0,13,1,1.9570000000000005,0.190064
0,0,13,2,1.4829999999999999,0.320664
0,0,14,0,2.5930000000000017,0.101728
0,0,14,1,1.9570000000000005,0.146448
0,0,14,2,1.4829999999999999,0.213464
0,0,15,0,2.5930000000000017,0.172192
0,0,15,1,1.9570000000000005,0.241512
0,0,15,2,1.4829999999999999,0.361616
0,0,16,0,2.5930000000000017,0.295664
0,0,16,1,1.9570000000000005,0.429936
0,0,16,2,1.4829999999999999,0.662032
0,0,17,0,2.5930000000000017,0.28592
0,0,17,1,1.9570000000000005,0.423624
0,0,17,2,1.4829999999999999,0.665488
0,0,18,0,2.5930000000000017,0.20248
0,0,18,1,1.9570000000000005,0.336568
0,0,18,2,1.4829999999999999,0.569896
0,0,19,0,2.5930000000000017,0.15116
0,0,19,1,1.9570000000000005,0.245768
0,0,19,2,1.4829999999999999,0.430744
0,0,20,0,2.5930000000000017,0.10552
0,0,20,1,1.9570000000000005,0.13768
0,0,20,2,1.4829999999999999,0.202376
0,0,21,0,2.5930000000000017,0.140872
0,0,21,1,1.9570000000000005,0.195136
0,0,21,2,1.4829999999999999,0.288792
0,0,22,0,2.5930000000000017,0.237016
0,0,22,1,1.9570000000000005,0.341056
0,0,22,2,1.4829999999999999,0.550336
0,0,23,0,2.5930000000000017,0.304752
0,0,23,1,1.9570000000000005,0.448968
0,0,23,2,1.4829999999999999,0.724992
0,1,0,0,2.5930000000000017,0.1964
0,1,0,1,1.9570000000000005,0.25656
0,1,0,2,1.4829999999999999,0.345248
0,1,1,0,2.5930000000000017,0.194752
0,1,1,1,1.9570000000000005,0.260064
0,1,1,2,1.4829999999999999,0.35548
0,1,2,0,2.5930000000000017,0.103952
0,1,2,1,1.9570000000000005,0.137328
0,1,2,2,1.4829999999999999,0.200688
0,1,3,0,2.5930000000000017,0.115656
0,1,3,1,1.9570000000000005,0.152352
0,1,3,2,1.4829999999999999,0.2166
0,1,4,0,2.5930000000000017,0.086776
0,1,4,1,1.9570000000000005,0.112448
0,1,4,2,1.4829999999999999,0.161016
0,1,5,0,2.5930000000000017,0.126952
0,1,5,1,1.9570000000000005,0.173248
0,1,5,2,1.4829999999999999,0.253632
0,1,6,0,2.5930000000000017,0.237216
0,1,6,1,1.9570000000000005,0.309
0,1,6,2,1.4829999999999999,0.436184
0,1,7,0,2.5930000000000017,0.196216
0,1,7,1,1.9570000000000005,0.254376
0,1,7,2,1.4829999999999999,0.359024
0,1,8,0,2.5930000000000017,0.138408
