#chunkId,viewpointId,tileId,visibilityRatio,switchingDecisionTime
0,0,0,1.0,-1
0,1,0,0.0,-1
0,2,0,0.0,-1
1,0,0,1.0,-1
1,1,0,0.0,-1
1,2,0,0.0,-1
2,0,0,1.0,-1
2,1,0,0.0,-1
2,2,0,0.0,-1
3,0,0,1.0,-1
3,1,0,0.0,-1
3,2,0,0.0,-1
4,0,0,1.0,-1
4,1,0,0.0,-1
4,2,0,0.0,-1
5,0,0,1.0,-1
5,1,0,0.0,-1
5,2,0,0.0,-1
6,0,0,1.0,-1
6,1,0,0.0,-1
6,2,0,0.0,-1
7,0,0,1.0,-1
7,1,0,0.0,-1
7,2,0,0.0,-1
8,0,0,1.0,-1
8,1,0,0.0,-1
8,2,0,0.0,-1
9,0,0,1.0,-1
9,1,0,0.0,-1
9,2,0,0.0,-1
10,0,0,1.0,-1
10,1,0,0.0,-1
10,2,0,0.0,-1
11,0,0,1.0,-1
11,1,0,0.0,-1
11,2,0,0.0,-1
12,0,0,1.0,-1
12,1,0,0.0,-1
12,2,0,0.0,-1
13,0,0,1.0,-1
13,1,0,0.0,-1
13,2,0,0.0,-1
14,0,0,1.0,-1
14,1,0,0.0,-1
14,2,0,0.0,-1
15,0,0,1.0,-1
15,1,0,0.0,-1
15,2,0,0.0,-1
16,0,0,1.0,-1
16,1,0,0.0,-1
16,2,0,0.0,-1
17,0,0,1.0,-1
17,1,0,0.0,-1
17,2,0,0.0,-1
18,0,0,1.0,-1
18,1,0,0.0,-1
18,2,0,0.0,-1
19,0,0,1.0,-1
19,1,0,0.0,-1
19,2,0,0.0,-1
20,0,0,1.0,0.09799957275390625
20,1,0,0.0,0.09799957275390625
20,2,0,0.0,0.09799957275390625
21,0,0,0.0,-1
21,1,0,1.0,-1
21,2,0,0.0,-1
22,0,0,0.0,-1
22,1,0,1.0,-1
22,2,0,0.0,-1
23,0,0,0.0,-1
23,1,0,1.0,-1
23,2,0,0.0,-1
24,0,0,0.0,-1
24,1,0,1.0,-1
24,2,0,0.0,-1
25,0,0,0.0,-1
25,1,0,1.0,-1
25,2,0,0.0,-1
26,0,0,0.0,-1
26,1,0,1.0,-1
26,2,0,0.0,-1
27,0,0,0.0,-1
27,1,0,1.0,-1
27,2,0,0.0,-1
28,0,0,0.0,-1
28,1,0,1.0,-1
28,2,0,0.0,-1
29,0,0,0.0,-1
29,1,0,1.0,-1
29,2,0,0.0,-1
30,0,0,0.0,-1
30,1,0,1.0,-1
30,2,0,0.0,-1
31,0,0,0.0,-1
31,1,0,1.0,-1
31,2,0,0.0,-1
32,0,0,0.0,-1
32,1,0,1.0,-1
32,2,0,0.0,-1
33,0,0,0.0,-1
33,1,0,1.0,-1
33,2,0,0.0,-1
34,0,0,0.0,-1
34,1,0,1.0,-1
34,2,0,0.0,-1
35,0,0,0.0,-1
35,1,0,1.0,-1
35,2,0,0.0,-1
36,0,0,0.0,-1
36,1,0,1.0,-1
36,2,0,0.0,-1
37,0,0,0.0,-1
37,1,0,1.0,-1
37,2,0,0.0,-1
38,0,0,0.0,-1
38,1,0,1.0,-1
38,2,0,0.0,-1
39,0,0,0.0,0.34499359130859375
39,1,0,1.0,0.34499359130859375
39,2,0,0.0,0.34499359130859375
40,0,0,0.0,-1
40,1,0,0.0,-1
40,2,0,1.0,-1
41,0,0,0.0,-1
41,1,0,0.0,-1
41,2,0,1.0,-1
42,0,0,0.0,-1
42,1,0,0.0,-1
42,2,0,1.0,-1
43,0,0,0.0,-1
43,1,0,0.0,-1
43,2,0,1.0,-1
44,0,0,0.0,-1
44,1,0,0.0,-1
44,2,0,1.0,-1
45,0,0,0.0,-1
45,1,0,0.0,-1
45,2,0,1.0,-1
46,0,0,0.0,-1
46,1,0,0.0,-1
46,2,0,1.0,-1
47,0,0,0.0,-1
47,1,0,0.0,-1
47,2,0,1.0,-1
48,0,0,0.0,-1
48,1,0,0.0,-1
48,2,0,1.0,-1
49,0,0,0.0,-1
49,1,0,0.0,-1
49,2,0,1.0,-1
50,0,0,0.0,-1
50,1,0,0.0,-1
50,2,0,1.0,-1
51,0,0,0.0,-1
