#chunkId,viewpointId,tileId,visibilityRatio,switchingDecisionTime
0,0,0,0.017,-1
0,0,1,0.722,-1
0,0,2,0.189,-1
0,0,3,0.001,-1
0,0,4,0.0,-1
0,0,5,0.07100000000000001,-1
0,1,0,0.0,-1
0,1,1,0.0,-1
0,1,2,0.0,-1
0,1,3,0.0,-1
0,1,4,0.0,-1
0,1,5,0.0,-1
0,2,0,0.0,-1
0,2,1,0.0,-1
0,2,2,0.0,-1
0,2,3,0.0,-1
0,2,4,0.0,-1
0,2,5,0.0,-1
1,0,0,0.024,-1
1,0,1,0.728,-1
1,0,2,0.179,-1
1,0,3,0.0,-1
1,0,4,0.0,-1
1,0,5,0.06899999999999991,-1
1,1,0,0.0,-1
1,1,1,0.0,-1
1,1,2,0.0,-1
1,1,3,0.0,-1
1,1,4,0.0,-1
1,1,5,0.0,-1
1,2,0,0.0,-1
1,2,1,0.0,-1
1,2,2,0.0,-1
1,2,3,0.0,-1
1,2,4,0.0,-1
1,2,5,0.0,-1
2,0,0,0.012,-1
2,0,1,0.768,-1
2,0,2,0.187,-1
2,0,3,0.008,-1
2,0,4,0.0,-1
2,0,5,0.024999999999999897,-1
2,1,0,0.0,-1
2,1,1,0.0,-1
2,1,2,0.0,-1
2,1,3,0.0,-1
2,1,4,0.0,-1
2,1,5,0.0,-1
2,2,0,0.0,-1
2,2,1,0.0,-1
2,2,2,0.0,-1
2,2,3,0.0,-1
2,2,4,0.0,-1
2,2,5,0.0,-1
3,0,0,0.302,-1
3,0,1,0.596,-1
3,0,2,0.033,-1
3,0,3,0.056,-1
3,0,4,0.0,-1
3,0,5,0.013000000000000003,-1
3,1,0,0.0,-1
3,1,1,0.0,-1
3,1,2,0.0,-1
3,1,3,0.0,-1
3,1,4,0.0,-1
3,1,5,0.0,-1
3,2,0,0.0,-1
3,2,1,0.0,-1
3,2,2,0.0,-1
3,2,3,0.0,-1
3,2,4,0.0,-1
3,2,5,0.0,-1
4,0,0,0.587,-1
4,0,1,0.341,-1
4,0,2,0.0,-1
4,0,3,0.041,-1
4,0,4,0.006,-1
4,0,5,0.025000000000000005,-1
4,1,0,0.0,-1
4,1,1,0.0,-1
4,1,2,0.0,-1
4,1,3,0.0,-1
4,1,4,0.0,-1
4,1,5,0.0,-1
4,2,0,0.0,-1
4,2,1,0.0,-1
4,2,2,0.0,-1
4,2,3,0.0,-1
4,2,4,0.0,-1
4,2,5,0.0,-1
5,0,0,0.496,-1
5,0,1,0.055,-1
5,0,2,0.0,-1
5,0,3,0.071,-1
5,0,4,0.374,-1
5,0,5,0.004000000000000001,-1
5,1,0,0.0,-1
5,1,1,0.0,-1
5,1,2,0.0,-1
5,1,3,0.0,-1
5,1,4,0.0,-1
5,1,5,0.0,-1
5,2,0,0.0,-1
5,2,1,0.0,-1
5,2,2,0.0,-1
5,2,3,0.0,-1
5,2,4,0.0,-1
5,2,5,0.0,-1
6,0,0,0.213,-1
6,0,1,0.0,-1
6,0,2,0.0,-1
6,0,3,0.061,-1
6,0,4,0.726,-1
6,0,5,1.1015494072452725e-16,-1
6,1,0,0.0,-1
6,1,1,0.0,-1
6,1,2,0.0,-1
6,1,3,0.0,-1
6,1,4,0.0,-1
6,1,5,0.0,-1
6,2,0,0.0,-1
6,2,1,0.0,-1
6,2,2,0.0,-1
6,2,3,0.0,-1
6,2,4,0.0,-1
6,2,5,0.0,-1
7,0,0,0.215,0.39400482177734375
7,0,1,0.0,0.39400482177734375
7,0,2,0.0,0.39400482177734375
7,0,3,0.058,0.39400482177734375
7,0,4,0.727,0.39400482177734375
7,0,5,1.1015494072452725e-16,0.39400482177734375
7,1,0,0.0,0.39400482177734375
7,1,1,0.0,0.39400482177734375
7,1,2,0.0,0.39400482177734375
7,1,3,0.0,0.39400482177734375
7,1,4,0.0,0.39400482177734375
7,1,5,0.0,0.39400482177734375
7,2,0,0.0,0.39400482177734375
7,2,1,0.0,0.39400482177734375
7,2,2,0.0,0.39400482177734375
7,2,3,0.0,0.39400482177734375
7,2,4,0.0,0.39400482177734375
7,2,5,0.0,0.39400482177734375
8,0,0,0.0,-1
8,0,1,0.0,-1
8,0,2,0.0,-1
8,0,3,0.0,-1
8,0,4,0.0,-1
8,0,5,0.0,-1
8,1,0,0.404,-1
8,1,1,0.006,-1
8,1,2,0.0,-1
8,1,3,0.064,-1
8,1,4,0.52,-1
8,1,5,0.006,-1
8,2,0,0.0,-1
8,2,1,0.0,-1
8,2,2,0.0,-1
8,2,3,0.0,-1
8,2,4,0.0,-1
8,2,5,0.0,-1
9,0,0,0.0,-1
9,0,1,0.0,-1
9,0,2,0.0,-1
9,0,3,0.0,-1
9,0,4,0.0,-1
9,0,5,0.0,-1
9,1,0,0.608,-1
9,1,1,0.227,-1
9,1,2,0.0,-1
9,1,3,0.044,-1
9,1,4,0.111,-1
9,1,5,0.010000000000000002,-1
9,2,0,0.0,-1
9,2,1,0.0,-1
9,2,2,0.0,-1
9,2,3,0.0,-1
9,2,4,0.0,-1
9,2,5,0.0,-1
10,0,0,0.0,-1
10,0,1,0.0,-1
10,0,2,0.0,-1
10,0,3,0.0,-1
10,0,4,0.0,-1
10,0,5,0.0,-1
10,1,0,0.604,-1
10,1,1,0.202,-1
10,1,2,0.0,-1
10,1,3,0.05,-1
10,1,4,0.141,-1
10,1,5,0.00299999999999989,-1
10,2,0,0.0,-1
10,2,1,0.0,-1
10,2,2,0.0,-1
10,2,3,0.0,-1
10,2,4,0.0,-1
10,2,5,0.0,-1
11,0,0,0.0,-1
11,0,1,0.0,-1
11,0,2,0.0,-1
11,0,3,0.0,-1
11,0,4,0.0,-1
11,0,5,0.0,-1
11,1,0,0.45,-1
11,1,1,0.016,-1
11,1,2,0.0,-1
11,1,3,0.063,-1
11,1,4,0.463,-1
11,1,5,0.00800000000000011,-1
11,2,0,0.0,-1
11,2,1,0.0,-1
11,2,2,0.0,-1
11,2,3,0.0,-1
11,2,4,0.0,-1
11,2,5,0.0,-1
12,0,0,0.0,-1
12,0,1,0.0,-1
12,0,2,0.0,-1
12,0,3,0.0,-1
12,0,4,0.0,-1
12,0,5,0.0,-1
12,1,0,0.229,-1
12,1,1,0.0,-1
12,1,2,0.0,-1
12,1,3,0.066,-1
12,1,4,0.704,-1
12,1,5,0.001,-1
12,2,0,0.0,-1
12,2,1,0.0,-1
12,2,2,0.0,-1
12,2,3,0.0,-1
12,2,4,0.0,-1
12,2,5,0.0,-1
13,0,0,0.0,-1
13,0,1,0.0,-1
13,0,2,0.0,-1
13,0,3,0.0,-1
13,0,4,0.0,-1
13,0,5,0.0,-1
13,1,0,0.231,-1
13,1,1,0.0,-1
13,1,2,0.0,-1
13,1,3,0.062,-1
13,1,4,0.705,-1
13,1,5,0.002,-1
13,2,0,0.0,-1
13,2,1,0.0,-1
13,2,2,0.0,-1
13,2,3,0.0,-1
13,2,4,0.0,-1
13,2,5,0.0,-1
14,0,0,0.0,0.266998291015625
14,0,1,0.0,0.266998291015625
14,0,2,0.0,0.266998291015625
14,0,3,0.0,0.266998291015625
14,0,4,0.0,0.266998291015625
14,0,5,0.0,0.266998291015625
14,1,0,0.251,0.266998291015625
14,1,1,0.0,0.266998291015625
14,1,2,0.0,0.266998291015625
14,1,3,0.063,0.266998291015625
14,1,4,0.683,0.266998291015625
14,1,5,0.003,0.266998291015625
14,2,0,0.0,0.266998291015625
14,2,1,0.0,0.266998291015625
14,2,2,0.0,0.266998291015625
14,2,3,0.0,0.266998291015625
14,2,4,0.0,0.266998291015625
14,2,5,0.0,0.266998291015625
15,0,0,0.0,-1
15,0,1,0.0,-1
15,0,2,0.0,-1
15,0,3,0.0,-1
15,0,4,0.0,-1
15,0,5,0.0,-1
15,1,0,0.0,-1
15,1,1,0.0,-1
15,1,2,0.0,-1
15,1,3,0.0,-1
15,1,4,0.0,-1
15,1,5,0.0,-1
15,2,0,0.587,-1
15,2,1,0.034,-1
15,2,2,0.0,-1
15,2,3,0.049,-1
15,2,4,0.319,-1
15,2,5,0.01099999999999989,-1
16,0,0,0.0,-1
16,0,1,0.0,-1
16,0,2,0.0,-1
16,0,3,0.0,-1
16,0,4,0.0,-1
16,0,5,0.0,-1
16,1,0,0.0,-1
16,1,1,0.0,-1
16,1,2,0.0,-1
16,1,3,0.0,-1
16,1,4,0.0,-1
16,1,5,0.0,-1
16,2,0,0.626,-1
16,2,1,0.103,-1
16,2,2,0.0,-1
16,2,3,0.041,-1
16,2,4,0.211,-1
16,2,5,0.019,-1
17,0,0,0.0,-1
17,0,1,0.0,-1
17,0,2,0.0,-1
17,0,3,0.0,-1
17,0,4,0.0,-1
17,0,5,0.0,-1
17,1,0,0.0,-1
17,1,1,0.0,-1
17,1,2,0.0,-1
17,1,3,0.0,-1
17,1,4,0.0,-1
17,1,5,0.0,-1
17,2,0,0.585,-1
17,2,1,0.105,-1
17,2,2,0.0,-1
17,2,3,0.077,-1
17,2,4,0.232,-1
17,2,5,0.001000000000000111,-1
18,0,0,0.0,-1
18,0,1,0.0,-1
18,0,2,0.0,-1
18,0,3,0.0,-1
18,0,4,0.0,-1
18,0,5,0.0,-1
18,1,0,0.0,-1
18,1,1,0.0,-1
18,1,2,0.0,-1
18,1,3,0.0,-1
18,1,4,0.0,-1
18,1,5,0.0,-1
18,2,0,0.237,-1
18,2,1,0.0,-1
18,2,2,0.005,-1
18,2,3,0.057,-1
18,2,4,0.69,-1
18,2,5,0.011000000000000117,-1
19,0,0,0.0,-1
19,0,1,0.0,-1
19,0,2,0.0,-1
19,0,3,0.0,-1
19,0,4,0.0,-1
19,0,5,0.0,-1
19,1,0,0.0,-1
19,1,1,0.0,-1
19,1,2,0.0,-1
19,1,3,0.0,-1
19,1,4,0.0,-1
19,1,5,0.0,-1
19,2,0,0.479,-1
19,2,1,0.051,-1
19,2,2,0.0,-1
19,2,3,0.08,-1
19,2,4,0.388,-1
19,2,5,0.002,-1
20,0,0,0.0,-1
20,0,1,0.0,-1
20,0,2,0.0,-1
20,0,3,0.0,-1
20,0,4,0.0,-1
20,0,5,0.0,-1
20,1,0,0.0,-1
20,1,1,0.0,-1
20,1,2,0.0,-1
20,1,3,0.0,-1
20,1,4,0.0,-1
20,1,5,0.0,-1
20,2,0,0.556,-1
20,2,1,0.329,-1
20,2,2,0.0,-1
20,2,3,0.012,-1
20,2,4,0.054,-1
20,2,5,0.04899999999999989,-1
21,0,0,0.0,-1
21,0,1,0.0,-1
21,0,2,0.0,-1
21,0,3,0.0,-1
21,0,4,0.0,-1
21,0,5,0.0,-1
21,1,0,0.0,-1
21,1,1,0.0,-1
21,1,2,0.0,-1
21,1,3,0.0,-1
21,1,4,0.0,-1
21,1,5,0.0,-1
21,2,0,0.136,-1
21,2,1,0.732,-1
21,2,2,0.086,-1
21,2,3,0.018,-1
21,2,4,0.0,-1
21,2,5,0.02800000000000001,-1
22,0,0,0.0,-1
22,0,1,0.0,-1
22,0,2,0.0,-1
22,0,3,0.0,-1
22,0,4,0.0,-1
22,0,5,0.0,-1
22,1,0,0.0,-1
22,1,1,0.0,-1
22,1,2,0.0,-1
22,1,3,0.0,-1
22,1,4,0.0,-1
22,1,5,0.0,-1
22,2,0,0.082,-1
22,2,1,0.762,-1
22,2,2,0.123,-1
22,2,3,0.008,-1
22,2,4,0.0,-1
22,2,5,0.025000000000000015,-1
23,0,0,0.0,-1
23,0,1,0.0,-1
23,0,2,0.0,-1
23,0,3,0.0,-1
23,0,4,0.0,-1
23,0,5,0.0,-1
23,1,0,0.0,-1
23,1,1,0.0,-1
23,1,2,0.0,-1
23,1,3,0.0,-1
23,1,4,0.0,-1
23,1,5,0.0,-1
23,2,0,0.081,-1
23,2,1,0.759,-1
23,2,2,0.124,-1
23,2,3,0.006,-1
23,2,4,0.0,-1
23,2,5,0.030000000000000016,-1
24,0,0,0.0,0.4550018310546875
24,0,1,0.0,0.4550018310546875
24,0,2,0.0,0.4550018310546875
24,0,3,0.0,0.4550018310546875
24,0,4,0.0,0.4550018310546875
