#chunkId,viewpointId,tileId,qualityId,distortion,bitrate
33,0,0,1,1.243,7.89464
33,0,0,2,0.908,15.868376
33,1,0,0,1.511,4.982664
33,1,0,1,1.243,7.922744
33,1,0,2,0.908,16.194936
33,2,0,0,1.511,5.085896
33,2,0,1,1.243,7.88712
33,2,0,2,0.908,16.178648
34,0,0,0,1.507,4.9918
34,0,0,1,1.241,8.001336
34,0,0,2,0.901,16.60316
34,1,0,0,1.507,4.981384
34,1,0,1,1.241,7.858264
34,1,0,2,0.901,16.045624
34,2,0,0,1.507,4.957656
34,2,0,1,1.241,8.043448
34,2,0,2,0.901,15.840976
35,0,0,0,1.508,4.929688
35,0,0,1,1.237,7.812128
35,0,0,2,0.904,15.920336
35,1,0,0,1.508,4.983872
35,1,0,1,1.237,8.104056
35,1,0,2,0.904,16.286944
35,2,0,0,1.508,5.123792
35,2,0,1,1.237,8.309856
35,2,0,2,0.904,16.284968
36,0,0,0,1.485,5.064752
36,0,0,1,1.233,8.092048
36,0,0,2,0.9,16.51816
36,1,0,0,1.485,5.037896
36,1,0,1,1.233,7.986232
36,1,0,2,0.9,16.20196
36,2,0,0,1.485,4.825096
36,2,0,1,1.233,7.967648
36,2,0,2,0.9,15.671736
37,0,0,0,1.488,4.976696
37,0,0,1,1.247,7.915736
37,0,0,2,0.913,15.652696
37,1,0,0,1.488,4.992816
37,1,0,1,1.247,7.969008
37,1,0,2,0.913,16.215376
37,2,0,0,1.488,4.888576
37,2,0,1,1.247,7.858736
37,2,0,2,0.913,15.874136
38,0,0,0,1.529,5.15712
38,0,0,1,1.248,8.289072
38,0,0,2,0.92,16.414608
38,1,0,0,1.529,4.959336
38,1,0,1,1.248,8.05628
38,1,0,2,0.92,16.271264
38,2,0,0,1.529,4.99424
38,2,0,1,1.248,7.833648
38,2,0,2,0.92,15.808176
39,0,0,0,1.565,4.86468
39,0,0,1,1.262,7.8498
39,0,0,2,0.928,15.2486
39,1,0,0,1.565,4.980192
39,1,0,1,1.262,8.15176
39,1,0,2,0.928,15.945832
39,2,0,0,1.565,4.95048
39,2,0,1,1.262,7.934624
39,2,0,2,0.928,16.058608
40,0,0,0,1.574,5.194752
40,0,0,1,1.271,8.325328
40,0,0,2,0.927,16.704112
40,1,0,0,1.574,5.109232
40,1,0,1,1.271,7.974936
40,1,0,2,0.927,15.992472
40,2,0,0,1.574,5.099776
40,2,0,1,1.271,8.070088
40,2,0,2,0.927,15.940592
41,0,0,0,1.63,4.73112
41,0,0,1,1.299,7.62084
41,0,0,2,0.938,15.608504
41,1,0,0,1.63,4.894376
41,1,0,1,1.299,7.888336
41,1,0,2,0.938,16.12216
41,2,0,0,1.63,5.091888
41,2,0,1,1.299,8.075408
41,2,0,2,0.938,16.148944
42,0,0,0,1.553,4.936096
42,0,0,1,1.263,7.762088
42,0,0,2,0.931,15.523328
42,1,0,0,1.553,5.007216
42,1,0,1,1.263,8.036784
42,1,0,2,0.931,15.91888
42,2,0,0,1.553,5.043256
42,2,0,1,1.263,8.12404
42,2,0,2,0.931,16.008056
43,0,0,0,1.517,5.447352
43,0,0,1,1.244,8.457408
43,0,0,2,0.929,16.42068
43,1,0,0,1.517,5.023824
43,1,0,1,1.244,8.268032
43,1,0,2,0.929,16.12504
43,2,0,0,1.517,4.990904
43,2,0,1,1.244,8.142672
43,2,0,2,0.929,16.063128
44,0,0,0,1.637,4.856392
44,0,0,1,1.283,8.203992
44,0,0,2,0.926,16.93484
44,1,0,0,1.637,5.011616
44,1,0,1,1.283,8.039456
44,1,0,2,0.926,15.947248
44,2,0,0,1.637,4.948256
44,2,0,1,1.283,7.98008
44,2,0,2,0.926,15.915536
45,0,0,0,1.649,4.581288
45,0,0,1,1.326,7.49656
45,0,0,2,0.938,15.514952
45,1,0,0,1.649,5.022952
45,1,0,1,1.326,8.064552
45,1,0,2,0.938,16.23216
45,2,0,0,1.649,4.995792
45,2,0,1,1.326,7.92792
45,2,0,2,0.938,16.154928
46,0,0,0,1.558,4.934024
46,0,0,1,1.291,7.669104
46,0,0,2,0.944,15.379024
46,1,0,0,1.558,4.92428
46,1,0,1,1.291,7.819568
46,1,0,2,0.944,15.864984
46,2,0,0,1.558,4.970336
46,2,0,1,1.291,8.065808
46,2,0,2,0.944,16.066472
47,0,0,0,1.537,5.153768
47,0,0,1,1.241,7.984216
47,0,0,2,0.939,15.15248
47,1,0,0,1.537,4.841488
47,1,0,1,1.241,7.77936
47,1,0,2,0.939,15.722488
47,2,0,0,1.537,4.996936
47,2,0,1,1.241,7.930864
47,2,0,2,0.939,15.925736
48,0,0,0,1.517,5.351128
48,0,0,1,1.238,8.579456
48,0,0,2,0.921,16.769128
48,1,0,0,1.517,5.041128
48,1,0,1,1.238,8.04044
48,1,0,2,0.921,15.754856
48,2,0,0,1.517,5.002912
48,2,0,1,1.238,7.974664
48,2,0,2,0.921,15.83704
49,0,0,0,1.579,4.747592
49,0,0,1,1.29,7.685824
49,0,0,2,0.931,15.469368
49,1,0,0,1.579,5.015
49,1,0,1,1.29,7.934632
49,1,0,2,0.931,15.901392
49,2,0,0,1.579,5.1134
49,2,0,1,1.29,8.046072
49,2,0,2,0.931,16.14804
50,0,0,0,1.544,4.88284
50,0,0,1,1.263,7.823496
50,0,0,2,0.917,16.217168
50,1,0,0,1.544,5.093888
50,1,0,1,1.263,8.147112
50,1,0,2,0.917,15.82588
50,2,0,0,1.544,5.068144
50,2,0,1,1.263,8.22376
50,2,0,2,0.917,16.107616
51,0,0,0,1.504,4.958392
51,0,0,1,1.225,7.88544
51,0,0,2,0.91,15.698592
51,1,0,0,1.504,4.958928
51,1,0,1,1.225,8.159968
51,1,0,2,0.91,15.947064
51,2,0,0,1.504,4.979264
51,2,0,1,1.225,8.091096
51,2,0,2,0.91,16.307056
52,0,0,0,1.483,5.15056
52,0,0,1,1.224,8.165376
52,0,0,2,0.904,16.29392
52,1,0,0,1.483,5.011328
52,1,0,1,1.224,8.204104
52,1,0,2,0.904,15.971072
52,2,0,0,1.483,4.904616
52,2,0,1,1.224,8.115408
52,2,0,2,0.904,16.181592
53,0,0,0,1.484,5.039544
53,0,0,1,1.226,8.007888
53,0,0,2,0.9,16.024688
53,1,0,0,1.484,4.991472
53,1,0,1,1.226,7.889672
53,1,0,2,0.9,16.137056
53,2,0,0,1.484,4.911688
53,2,0,1,1.226,8.019888
53,2,0,2,0.9,16.110072
54,0,0,0,1.5,5.042784
54,0,0,1,1.233,8.125024
54,0,0,2,0.898,16.6936
54,1,0,0,1.5,5.056248
54,1,0,1,1.233,7.849376
54,1,0,2,0.898,16.321528
54,2,0,0,1.5,5.055144
54,2,0,1,1.233,7.897264
54,2,0,2,0.898,15.718296
55,0,0,0,1.499,4.974592
55,0,0,1,1.237,7.909128
55,0,0,2,0.912,15.649264
55,1,0,0,1.499,5.030024
55,1,0,1,1.237,7.995568
55,1,0,2,0.912,16.297544
55,2,0,0,1.499,5.174216
55,2,0,1,1.237,7.775704
55,2,0,2,0.912,15.977952
56,0,0,0,1.501,5.037312
56,0,0,1,1.236,8.123584
56,0,0,2,0.914,16.16852
56,1,0,0,1.501,4.93116
56,1,0,1,1.236,7.97124
56,1,0,2,0.914,15.850496
56,2,0,0,1.501,5.002744
56,2,0,1,1.236,7.819256
56,2,0,2,0.914,15.63924
57,0,0,0,1.507,4.94772
57,0,0,1,1.242,8.003424
57,0,0,2,0.916,15.644272
57,1,0,0,1.507,4.962232
57,1,0,1,1.242,7.903752
57,1,0,2,0.916,16.078056
57,2,0,0,1.507,4.85416
57,2,0,1,1.242,7.89456
57,2,0,2,0.916,15.842952
58,0,0,0,1.499,5.004032
58,0,0,1,1.235,7.979408
58,0,0,2,0.907,16.289024
58,1,0,0,1.499,5.033792
58,1,0,1,1.235,7.91072
58,1,0,2,0.907,15.837984
58,2,0,0,1.499,4.848912
58,2,0,1,1.235,7.899832
58,2,0,2,0.907,15.586592
59,0,0,0,1.495,4.953704
59,0,0,1,1.231,7.821536
59,0,0,2,0.91,15.679416
59,1,0,0,1.495,4.990016
59,1,0,1,1.231,8.057672
59,1,0,2,0.91,15.87176
59,2,0,0,1.495,5.050024
59,2,0,1,1.231,8.133944
59,2,0,2,0.91,16.070568
60,0,0,0,1.489,5.029856
60,0,0,1,1.21,8.021736
60,0,0,2,0.91,16.152192
60,1,0,0,1.489,5.056656
60,1,0,1,1.21,8.02696
60,1,0,2,0.91,15.928016
60,2,0,0,1.489,5.0668
60,2,0,1,1.21,8.078616
60,2,0,2,0.91,15.877056
61,0,0,0,1.489,4.995424
61,0,0,1,1.206,7.944296
61,0,0,2,0.908,15.712624
61,1,0,0,1.489,4.992824
61,1,0,1,1.206,8.043112
61,1,0,2,0.908,16.12524
61,2,0,0,1.489,5.096064
61,2,0,1,1.206,8.171992
61,2,0,2,0.908,16.30824
62,0,0,0,1.49,5.05884
62,0,0,1,1.226,8.183952
62,0,0,2,0.895,16.793944
62,1,0,0,1.49,4.981856
62,1,0,1,1.226,7.93268
62,1,0,2,0.895,15.880984
62,2,0,0,1.49,5.13212
62,2,0,1,1.226,7.945576
62,2,0,2,0.895,16.135888
63,0,0,0,1.497,4.998072
63,0,0,1,1.23,8.054752
63,0,0,2,0.903,16.065816
63,1,0,0,1.497,5.017296
63,1,0,1,1.23,8.065448
63,1,0,2,0.903,16.178904
63,2,0,0,1.497,5.237864
63,2,0,1,1.23,8.143568
63,2,0,2,0.903,16.444696
64,0,0,0,1.518,5.076968
64,0,0,1,1.253,8.312088
64,0,0,2,0.911,16.532808
64,1,0,0,1.518,5.043168
64,1,0,1,1.253,8.210864
64,1,0,2,0.911,16.156096
64,2,0,0,1.518,5.005096
64,2,0,1,1.253,7.925272
64,2,0,2,0.911,16.142064
65,0,0,0,1.542,5.023232
65,0,0,1,1.267,8.049584
65,0,0,2,0.922,15.825328
65,1,0,0,1.542,5.081672
65,1,0,1,1.267,8.153936
65,1,0,2,0.922,16.231792
65,2,0,0,1.542,4.597288
65,2,0,1,1.267,7.832648
65,2,0,2,0.922,16.190392
66,0,0,0,1.578,4.943304
66,0,0,1,1.276,8.099608
66,0,0,2,0.934,16.341128
66,1,0,0,1.578,4.922168
66,1,0,1,1.276,7.95352
66,1,0,2,0.934,16.006792
66,2,0,0,1.578,4.898808
66,2,0,1,1.276,7.837848
66,2,0,2,0.934,15.870928
67,0,0,0,1.594,4.642704
67,0,0,1,1.273,7.579856
67,0,0,2,0.941,15.135768
67,1,0,0,1.594,4.9278
67,1,0,1,1.273,7.775016
67,1,0,2,0.941,15.876464
67,2,0,0,1.594,5.053712
67,2,0,1,1.273,8.00264
67,2,0,2,0.941,16.004888
68,0,0,0,1.553,5.3044
68,0,0,1,1.26,8.140584
68,0,0,2,0.932,16.28268
68,1,0,0,1.553,4.955368
68,1,0,1,1.26,7.88052
68,1,0,2,0.932,15.660224
68,2,0,0,1.553,4.96328
68,2,0,1,1.26,7.991288
68,2,0,2,0.932,15.59104
69,0,0,0,1.598,4.899592
69,0,0,1,1.28,7.768568
69,0,0,2,0.94,15.511424
69,1,0,0,1.598,4.95424
69,1,0,1,1.28,7.953256
69,1,0,2,0.94,15.763672
69,2,0,0,1.598,4.993048
69,2,0,1,1.28,8.063144
69,2,0,2,0.94,16.015872
70,0,0,0,1.614,4.798808
70,0,0,1,1.29,7.830296
70,0,0,2,0.926,16.091744
70,1,0,0,1.614,5.076512
70,1,0,1,1.29,8.06332
70,1,0,2,0.926,16.014504
70,2,0,0,1.614,4.970152
70,2,0,1,1.29,8.133968
70,2,0,2,0.926,15.90908
71,0,0,0,1.557,4.941056
71,0,0,1,1.268,7.908808
71,0,0,2,0.932,15.195936
71,1,0,0,1.557,5.106168
71,1,0,1,1.268,8.15812
71,1,0,2,0.932,16.502744
71,2,0,0,1.557,5.183416
71,2,0,1,1.268,8.21912
71,2,0,2,0.932,16.18908
72,0,0,0,1.493,5.15436
72,0,0,1,1.237,8.329208
72,0,0,2,0.913,16.1518
72,1,0,0,1.493,4.939616
72,1,0,1,1.237,8.006888
72,1,0,2,0.913,16.0208
72,2,0,0,1.493,5.047248
72,2,0,1,1.237,7.992496
72,2,0,2,0.913,15.983768
73,0,0,0,1.481,5.06464
73,0,0,1,1.221,7.901728
73,0,0,2,0.906,15.81544
73,1,0,0,1.481,4.92048
73,1,0,1,1.221,7.863672
73,1,0,2,0.906,15.84776
73,2,0,0,1.481,4.901904
73,2,0,1,1.221,8.047816
73,2,0,2,0.906,16.333072
74,0,0,0,1.496,5.020424
74,0,0,1,1.224,8.147568
74,0,0,2,0.897,16.542272
74,1,0,0,1.496,5.030864
74,1,0,1,1.224,7.953672
74,1,0,2,0.897,15.872128
74,2,0,0,1.496,4.80472
74,2,0,1,1.224,8.024192
74,2,0,2,0.897,15.997144
75,0,0,0,1.49,4.883688
75,0,0,1,1.217,8.046072
75,0,0,2,0.892,16.333
75,1,0,0,1.49,5.081488
75,1,0,1,1.217,8.212648
75,1,0,2,0.892,16.098936
75,2,0,0,1.49,4.961048
75,2,0,1,1.217,8.016144
75,2,0,2,0.892,16.587824
76,0,0,0,1.488,4.9688
76,0,0,1,1.228,8.04608
76,0,0,2,0.899,16.748504
76,1,0,0,1.488,5.066344
76,1,0,1,1.228,8.141304
76,1,0,2,0.899,16.059232
76,2,0,0,1.488,4.973672
76,2,0,1,1.228,7.776936
76,2,0,2,0.899,15.749536
77,0,0,0,1.509,5.050584
77,0,0,1,1.232,7.845184
77,0,0,2,0.911,15.680304
77,1,0,0,1.509,4.926184
77,1,0,1,1.232,8.004816
77,1,0,2,0.911,15.92144
77,2,0,0,1.509,5.206808
77,2,0,1,1.232,8.172592
77,2,0,2,0.911,15.999272
78,0,0,0,1.515,5.11024
78,0,0,1,1.243,8.067904
78,0,0,2,0.921,16.123632
78,1,0,0,1.515,4.927016
78,1,0,1,1.243,7.95244
78,1,0,2,0.921,15.827648
78,2,0,0,1.515,5.021992
78,2,0,1,1.243,8.046552
78,2,0,2,0.921,15.689408
79,0,0,0,1.54,4.95668
79,0,0,1,1.25,7.915744
79,0,0,2,0.929,15.568968
79,1,0,0,1.54,5.013024
79,1,0,1,1.25,7.881648
79,1,0,2,0.929,15.882392
79,2,0,0,1.54,5.04176
79,2,0,1,1.25,8.065952
79,2,0,2,0.929,16.166176
80,0,0,0,1.547,5.24756
80,0,0,1,1.27,8.25248
80,0,0,2,0.925,16.529864
80,1,0,0,1.547,5.06784
80,1,0,1,1.27,7.91016
80,1,0,2,0.925,16.146176
80,2,0,0,1.547,4.937592
80,2,0,1,1.27,7.91668
80,2,0,2,0.925,15.808808
81,0,0,0,1.59,4.883912
81,0,0,1,1.264,7.892256
81,0,0,2,0.935,15.611896
81,1,0,0,1.59,5.054088
81,1,0,1,1.264,8.17988
81,1,0,2,0.935,16.175488
81,2,0,0,1.59,5.152968
81,2,0,1,1.264,8.2752
81,2,0,2,0.935,16.41704
82,0,0,0,1.589,4.686672
82,0,0,1,1.261,7.748472
82,0,0,2,0.94,15.710552
82,1,0,0,1.589,5.078856
82,1,0,1,1.261,8.1234
82,1,0,2,0.94,16.304544
82,2,0,0,1.589,5.127048
82,2,0,1,1.261,8.19376
82,2,0,2,0.94,16.218504
83,0,0,0,1.502,4.91368
83,0,0,1,1.25,7.7284
83,0,0,2,0.921,15.214416
83,1,0,0,1.502,5.05728
83,1,0,1,1.25,8.20264
83,1,0,2,0.921,16.421952
83,2,0,0,1.502,5.11276
83,2,0,1,1.25,7.89084
83,2,0,2,0.921,16.54964
84,0,0,0,1.474,5.211256
84,0,0,1,1.233,8.127192
84,0,0,2,0.911,16.180576
84,1,0,0,1.474,4.99156
84,1,0,1,1.233,8.15796
84,1,0,2,0.911,16.075832
84,2,0,0,1.474,4.818016
84,2,0,1,1.233,7.804448
84,2,0,2,0.911,16.250248
85,0,0,0,1.486,5.00988
85,0,0,1,1.223,8.033432
85,0,0,2,0.908,15.73904
85,1,0,0,1.486,4.898848
85,1,0,1,1.223,7.830784
85,1,0,2,0.908,15.98348
85,2,0,0,1.486,4.529664
85,2,0,1,1.223,7.172696
85,2,0,2,0.908,14.996728
86,0,0,0,1.495,4.963672
86,0,0,1,1.22,8.292408
86,0,0,2,0.895,16.741248
86,1,0,0,1.495,5.033176
86,1,0,1,1.22,7.854832
86,1,0,2,0.895,15.895136
86,2,0,0,1.495,5.434928
86,2,0,1,1.22,8.520136
86,2,0,2,0.895,16.14316
87,0,0,0,1.49,4.934392
87,0,0,1,1.22,7.95692
87,0,0,2,0.897,16.148024
87,1,0,0,1.49,4.976696
87,1,0,1,1.22,7.983928
87,1,0,2,0.897,16.973864
87,2,0,0,1.49,5.82948
87,2,0,1,1.22,9.427312
87,2,0,2,0.897,17.951328
88,0,0,0,1.49,5.003984
88,0,0,1,1.221,7.949184
88,0,0,2,0.902,16.44984
88,1,0,0,1.49,4.720528
88,1,0,1,1.221,7.628392
88,1,0,2,0.902,15.577392
88,2,0,0,1.49,4.433528
88,2,0,1,1.221,7.350096
88,2,0,2,0.902,15.855256
89,0,0,0,1.494,4.94248
89,0,0,1,1.232,7.935496
89,0,0,2,0.907,15.70192
89,1,0,0,1.494,5.125344
89,1,0,1,1.232,8.024576
89,1,0,2,0.907,15.94744
89,2,0,0,1.494,4.994024
89,2,0,1,1.232,7.576944
89,2,0,2,0.907,15.2528
90,0,0,0,1.508,5.208008
90,0,0,1,1.235,8.41828
90,0,0,2,0.913,16.602208
90,1,0,0,1.508,5.36188
90,1,0,1,1.235,8.615624
90,1,0,2,0.913,16.845152
