timestamp viewpoint w x y z
0.0 0 -0.9942242633300464 -0.008963659079367477 -0.0863322049810899 0.06312303386909125
0.141998291015625 0 -0.9942242633300464 -0.008963659079367477 -0.0863322049810899 0.06312303386909125
0.40599822998046875 0 -0.9810405961070311 -0.03939169374887302 -0.1587603163528627 0.10393654412715134
0.5439987182617188 0 -0.9800676594639137 -0.045894754923565345 -0.15514134106811361 0.1152918845149973
0.5669937133789062 0 -0.9778858673668563 -0.04681910225619359 -0.15079411276114332 0.137143492826582
0.5960006713867188 0 -0.9760299413118679 -0.048553585466014904 -0.14913791221322287 0.15088401552791111
0.6149978637695312 0 -0.9748686136544992 -0.04950420803242565 -0.14745363250063104 0.15949277651607272
0.6660003662109375 0 -0.9719241696941534 -0.046685736139588374 -0.14311872423486668 0.18083384964884017
0.6959991455078125 0 -0.9693663887883327 -0.04575589352346972 -0.13995651256384478 0.19658936157967
0.718994140625 0 -0.9676180642273347 -0.0463516742898703 -0.1356110223907545 0.20778944794576484
0.7459945678710938 0 -0.9655760930562903 -0.04554163876313394 -0.13256961856066451 0.21912111694585318
0.7609939575195312 0 -0.9643485558236509 -0.04526786013168916 -0.13144674069679235 0.22517645987120202
0.7789993286132812 0 -0.9631582916876698 -0.045623009611485715 -0.1296721063064986 0.2311488502963321
0.7969970703125 0 -0.9621387845119587 -0.045850685492636434 -0.12791091934994164 0.23627414308120742
0.819000244140625 0 -0.9614526157809922 -0.04490697930083186 -0.12511505810189053 0.24070407776795782
0.8389968872070312 0 -0.9609955818117888 -0.04332608090726887 -0.12380851357410344 0.24347852968590292
0.8600006103515625 0 -0.9603433189356901 -0.04330471984788142 -0.12206845694330674 0.24691031334061284
0.8809967041015625 0 -0.9602984614447531 -0.04381111696488371 -0.12059287350674561 0.24771921571915984
0.8949966430664062 0 -0.9604033329117263 -0.04359492451354814 -0.11975480919704878 0.24775735380182845
0.9189987182617188 0 -0.960877461456627 -0.0425594944984582 -0.11956909153532438 0.24618372375549324
0.9419937133789062 0 -0.9614514045197435 -0.04130966564559032 -0.11854686859287221 0.2446453519241399
0.9589996337890625 0 -0.9621991060658304 -0.040803600411978475 -0.11775344867748518 0.24216125165702176
1.0009994506835938 0 -0.9644644986376665 -0.03994681174668439 -0.11472431837773242 0.2346290985185644
1.02099609375 0 -0.9654866830643803 -0.03916399974638837 -0.11308996544174058 0.23132726961080774
1.0489959716796875 0 -0.9670555047931495 -0.03865711849647756 -0.10998350206530835 0.22630268914059837
1.0749969482421875 0 -0.969742797473975 -0.037370194454309086 -0.10520340410377008 0.21710508763908615
1.0949935913085938 0 -0.9717623638625862 -0.03642639828785484 -0.10035754150624059 0.21042668450269428
1.11199951171875 0 -0.9740041524648557 -0.034449989072577125 -0.0944526100402379 0.20299707803489245
1.1299972534179688 0 -0.9763224942775868 -0.032491824208290825 -0.08852018677671802 0.19468653024856206
1.1489944458007812 0 -0.9785950688700708 -0.03158306397792397 -0.08357239964529006 0.18539108735447843
1.175994873046875 0 -0.9818617211133789 -0.028381392045103898 -0.07654826191843483 0.1711210705761337
1.2119979858398438 0 -0.9863145464002275 -0.023271115430746572 -0.06416975799754954 0.1500810211334471
1.253997802734375 0 -0.9916105133103154 -0.016720269867729117 -0.03872775724300268 0.12218503708282133
1.28399658203125 0 -0.9946723137855562 -0.009217290926394867 -0.023271891483236776 0.10000224399111465
1.3069992065429688 0 -0.9961862313570675 -0.004098751381271098 -0.017612150139046667 0.0853580977950986
1.3379974365234375 0 -0.9973555204115749 -0.004652434920264534 -0.016784864424376694 0.07055911762575065
1.3679962158203125 0 -0.9983190971641823 -0.004127954595827683 -0.011523964289872879 0.05664925838166166
1.391998291015625 0 -0.998909950571565 -0.0020258591372058162 -0.006182765853626325 0.046223153832999055
1.4300003051757812 0 -0.9995014692590335 -0.0018266941293018178 -0.0026715169824335946 0.031406036594963
1.4699935913085938 0 0.999759048085583 -0.0017068362876972996 0.0017068362876973137 -0.0218178640288869
1.4959945678710938 0 -0.9998282354060981 0.0026335417516500192 0.0009204894762730258 0.018322577375873388
1.516998291015625 0 -0.9997963116723977 0.004446227233120211 0.004446227233120212 0.01917804195044282
1.53399658203125 0 -0.9997367732056001 0.0062533275972478965 0.00710752501603858 0.020898882328070356
1.555999755859375 0 -0.9995665647437539 0.0072753733578285705 0.011522969323861263 0.02609545490763504
1.593994140625 0 -0.999210012067869 0.007585010228832625 0.017684955221898717 0.034771565422873206
1.6370010375976562 0 -0.9989062589531111 0.007061267708676313 0.0246526378163729 0.039098232330136644
1.6899948120117188 0 -0.9990221364780772 0.005313761774224928 0.02892245427975014 0.03301554786794776
1.7620010375976562 0 -0.9993052074747267 0.002422498160896741 0.028827018670063185 0.023499719384482868
1.8089981079101562 0 0.9992981192850199 0.00029341447182807204 -0.033134894349095056 -0.017471733681703388
1.8460006713867188 0 0.9994236159282929 0.0004191303394287311 -0.030522201367814736 -0.014854476706942293
1.8740005493164062 0 0.9994600863160698 0.0022023794958432414 -0.029626713911406033 -0.014033645586319756
1.89599609375 0 0.9994677223032452 0.003933873026442815 -0.02872580800134036 -0.0149540854499751
1.9139938354492188 0 0.9994885848107358 0.0048191414846057825 -0.027840539543178215 -0.014974947957465692
1.9449996948242188 0 0.9995479002174408 0.005700876759715354 -0.024327114241011243 -0.016723835917052298
1.9699935913085938 0 0.9995980495253681 0.0048532035197803355 -0.021719905111534064 -0.017562218613294205
2.003997802734375 0 0.9996189196557939 0.004866254962606858 -0.01821592138970735 -0.020162223011026638
2.0400009155273438 0 0.9996166667795073 0.0039999868419353084 -0.01648059283050716 -0.021884004703137106
2.0579986572265625 0 0.999614427453895 0.003132967455592969 -0.015623994921928862 -0.0227392111477828
2.0960006713867188 0 0.999662875380711 0.0032123230280571772 -0.012134594219335116 -0.02272813651544419
2.1149978637695312 0 0.9996986897592345 0.004133593157200292 -0.010374012583727658 -0.021859162019467478
2.1299972534179688 0 0.9997398191149798 0.005042016025360777 -0.009492017796015051 -0.020118989748679553
2.1469955444335938 0 0.9998347585993345 0.005088959453316347 -0.010397518375237039 -0.014016047942605102
2.1689987182617188 0 0.9999085477173917 0.005176157092747086 -0.01131667223205981 -0.005294953166917271
2.1999969482421875 0 -0.9998420479330985 -0.005369235651631656 0.00967119830737321 -0.013911089704410155
2.2220001220703125 0 -0.9995644345102851 -0.005453051758539492 0.007996923334945246 -0.027879288115508303
2.2490005493164062 0 -0.9989242005160907 -0.005586683977897277 0.00808321993685904 -0.04531988681442478
2.2699966430664062 0 -0.9983373792800103 -0.005722068469337401 0.009009211007974268 -0.05664423343789279
2.2949981689453125 0 -0.9975572003726383 -0.0050740572575971275 0.01074736345452652 -0.06883589257376516
2.3129959106445312 0 -0.9969689962029408 -0.004417374580392192 0.012448699494102499 -0.07667031559099288
2.3299942016601562 0 -0.9964538308429297 -0.005504071773581167 0.01427537741310825 -0.08273863542550614
2.3479995727539062 0 -0.9957594648957713 -0.005689372751873645 0.015168974365188005 -0.0905572820091562
2.365997314453125 0 -0.9951915817185168 -0.0049086306369221224 0.015102680811954384 -0.0966515910586011
2.3889999389648438 0 -0.994237223058351 -0.005729172761762269 0.013478980937903591 -0.10619716539324522
2.4189987182617188 0 -0.9932830474632256 -0.005738243030887698 0.012637389289056545 -0.11487452537896631
2.4430007934570312 0 -0.9926441629026826 -0.00763636552936251 0.013728356402805689 -0.1200449249540026
2.4639968872070312 0 -0.9922231572136977 -0.008437213087682386 0.012985854361489536 -0.12350460441091592
